Nome|Marca|Descrizione|Prezzo di Riferimento|Prezzo Vendita|Codice Interno|Link all'offerta|Disponibilita|Albero Categorie|Link Immagine|Spese di Spedizione|Codice Produttore|Codice EAN|Peso|Ulteriore Link Immagine 1|Ulteriore Link Immagine 2|Condizione|Parent ID <endrecord>
3KS PLUS Mezzo Cilindro Europeo Dotazione 3 Chiavi 86 mm|Evva|Il 3KS PLUS è un mezzo cilindro europeo di sicurezza firmato EVVA, il leader mondiale nella tecnologia di serratura. Questo cilindro offre protezione avanzata contro i tentativi di scasso grazie al suo sistema di blocco brevettato. Perfetto per porte d'in|309.00|245.00|62492973465949|https://cassefortieserrature.com/products/3ks-plus-mezzo-cilindro-europeo-dotazione-3-chiavi?variant=62492973465949|disponibile|cilindri;cilindri meccanici;Duplicazione Protetta;Mezzi cilindri;prezzo-100-200;prezzo-200-300|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/M.4KS.PZ.HZ-S_NI_VLO_FREI.png?v=1762443210|0.00||||https://cdn.shopify.com/s/files/1/0866/2738/5693/files/M.4KS.PZ.HZ-S_NI_R_FREI.png?v=1762440535|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/M.4KS.PZ.HZ-S_NI_HRO_FREI.png?v=1762443210|| <endrecord>
ANDROMEDA 100/C - Cassaforte a chiave da muro|Bordogna|Cassaforte a muro con serratura a chiave doppia mappa Bordogna ANDROMEDA 100/C. Di fronte alla crescente insicurezza, la serie ANDROMEDA è la soluzione ideale sia per il professionista che per il privato, per proteggere denaro, gioielli di valore, armi co|4270.00|2990.00|58900878852445|https://cassefortieserrature.com/products/andromeda-100-c-cassaforte-a-chiave-da-muro|disponibile|Casseforti;Casseforti a muro;Casseforti a muro con chiave;Grande;prezzo-oltre-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Andromeda-100-C.jpg?v=1772560370|37.00|ANDR-100||95.000|||| <endrecord>
ANDROMEDA 20/C - Cassaforte a chiave da muro|Bordogna|Cassaforte a muro con serratura a chiave doppia mappa Bordogna ANDROMEDA 20/C. Di fronte alla crescente insicurezza, la serie ANDROMEDA è la soluzione ideale sia per il professionista che per il privato, per proteggere denaro, gioielli di valore, armi cor|2659.00|1860.00|58900811841885|https://cassefortieserrature.com/products/andromeda-20-c-cassaforte-a-chiave-da-muro|disponibile|Casseforti;Casseforti a muro;Casseforti a muro con chiave;media;prezzo-oltre-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Andromeda-20-semiaperta.jpg?v=1772560402|20.00|ANDR-20||41.000|||| <endrecord>
ANDROMEDA 35/C - Cassaforte a chiave da muro|Bordogna|Cassaforte a muro con serratura a chiave doppia mappa Bordogna ANDROMEDA 35/C. Di fronte alla crescente insicurezza, la serie ANDROMEDA è la soluzione ideale sia per il professionista che per il privato, per proteggere denaro, gioielli di valore, armi cor|3050.00|2135.00|58900844675421|https://cassefortieserrature.com/products/andromeda-35-c-cassaforte-a-chiave-da-muro|disponibile|Casseforti;Casseforti a muro;Casseforti a muro con chiave;media;prezzo-oltre-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Andromeda-35-chiusa.jpg?v=1772560397|20.00|ANDR-35||50.000|||| <endrecord>
ANDROMEDA 35/E - Cassaforte da muro con combinazione elettronica premier|Bordogna|Cassaforte a muro con serratura elettronica premier Bordogna ANDROMEDA 35/C. Di fronte alla crescente insicurezza, la serie ANDROMEDA è la soluzione ideale sia per il professionista che per il privato, per proteggere denaro, gioielli di valore, armi corte|3272.00|2533.00|64600692719965|https://cassefortieserrature.com/products/andromeda-35-e-cassaforte-da-muro-con-combinazione-elettronica-premier|disponibile|Casseforti;Casseforti a muro;Casseforti a Muro con combinazione elettronica;media;prezzo-oltre-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Andromeda-35-chiusa.jpg?v=1772560397|20.00|ANDR-35E||50.000|||| <endrecord>
ANDROMEDA 45/C - Cassaforte a chiave da muro|Bordogna|Cassaforte a muro con serratura a chiave doppia mappa Bordogna ANDROMEDA 45/C. Di fronte alla crescente insicurezza, la serie ANDROMEDA è la soluzione ideale sia per il professionista che per il privato, per proteggere denaro, gioielli di valore, armi cor|3403.00|2380.00|58900847559005|https://cassefortieserrature.com/products/andromeda-45-c-cassaforte-a-chiave-da-muro|disponibile|Casseforti;Casseforti a muro;Casseforti a muro con chiave;Grande;prezzo-oltre-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Andromeda-45-C.jpg?v=1772560391|37.00|ANDR-45||60.000|||| <endrecord>
ANDROMEDA 55/C - Cassaforte a chiave da muro|Bordogna|Cassaforte a muro con serratura a chiave doppia mappa Bordogna ANDROMEDA 55/C. Di fronte alla crescente insicurezza, la serie ANDROMEDA è la soluzione ideale sia per il professionista che per il privato, per proteggere denaro, gioielli di valore, armi cor|3562.00|2490.00|58900864500061|https://cassefortieserrature.com/products/andromeda-55-c-cassaforte-a-chiave-da-muro|disponibile|Casseforti;Casseforti a muro;Casseforti a muro con chiave;Grande;prezzo-oltre-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Andromeda-55-C.jpg?v=1772560382|37.00|ANDR-55||70.000|||| <endrecord>
ARDEA 740/C GUN - Cassaforte porta pistole a chiave a mobile|Bordogna|ARDEA 740/C GUN – Cassaforte Porta Pistole a Chiave a Mobile Protezione affidabile per le tue armi con la cassaforte ARDEA 740/C GUN. Progettata specificamente per il trasporto e la conservazione sicura di pistole, questa cassaforte mobile combina robuste|1268.00|890.00|62428107964765|https://cassefortieserrature.com/products/ardea-740-c-gun-cassaforte-porta-pistole-a-chiave-a-mobile|disponibile|Armadi porta pistole a chiave;Casseforti;casseforti a mobile;casseforti per armi;Piccola;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-740-C.jpg?v=1772603717|20.00|ARDEA-740-C-GUN||37.000|||| <endrecord>
ARDEA 740/C - Cassaforte a chiave a mobile|Bordogna|ARDEA 740/C – Cassaforte a chiave a mobile Cassaforte a mobile con serratura a chiave doppia mappa Bordogna ARDEA 740/C. La ARDEA 740/C è una cassaforte a mobile compatta e robusta, ideale per abitazioni e uffici. Dotata di serratura a chiave doppia mappa|1098.00|770.00|58869643870557|https://cassefortieserrature.com/products/ardea-740-c-cassaforte-a-chiave-a-mobile|disponibile|Casseforti;casseforti a mobile;Casseforti a Mobile con Chiave;Grande;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-790-C.jpg?v=1772176666|20.00|124.51.00.000||37.000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-770-E-aperta.jpg?v=1772176666|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-770-C-1.jpg?v=1772176666|| <endrecord>
ARDEA 740/E GUN - Cassaforte porta pistole elettronica a mobile|Bordogna|ARDEA 740/E GUN – Cassaforte Porta Pistole con serratura elettronica a Mobile Protezione affidabile per le tue armi con la cassaforte ARDEA 740/E GUN. Progettata specificamente per il trasporto e la conservazione sicura di pistole, questa cassaforte mobil|1512.00|1060.00|62428137619805|https://cassefortieserrature.com/products/ardea-740-e-gun-cassaforte-porta-pistole-elettronica-a-mobile|disponibile|armadi porta pistole con serratura elettronica;Casseforti;casseforti a mobile;casseforti per armi;Piccola;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-740-E_e4bef15c-4851-41da-89df-dc88c839dc4e.jpg?v=1772603709|20.00|ARDEA-740-E-GUN||37.000|||| <endrecord>
ARDEA 740/E - Cassaforte elettronica a mobile|Bordogna|Cassaforte a mobile con serratura elettronica Bordogna ARDEA 740/E. La ARDEA 740/E unisce sicurezza e tecnologia grazie alla serratura elettronica digitale certificata EN 1300 B. Struttura in acciaio ad alto spessore, chiusura multipla e verniciatura anti|1342.00|940.00|58885623873885|https://cassefortieserrature.com/products/ardea-740-e-cassaforte-elettronica-a-mobile|disponibile|cassaforte a mobile con combinazione elettronica;Casseforti;casseforti a mobile;Piccola;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-740-E_2.jpg?v=1772542375|20.00|124.52.00.000||37.000|||| <endrecord>
ARDEA 740/T - Cassaforte meccanica a mobile|Bordogna|Cassaforte a mobile con combinatore meccanico Bordogna ARDEA 740/T. La ARDEA 740/T è una cassaforte a mobile compatta e resistente, con combinatore meccanico di precisione e certificazione EN 14450 Classe S2. Offre sicurezza e affidabilità senza component|1317.00|925.00|58885596381533|https://cassefortieserrature.com/products/ardea-740-t-cassaforte-meccanica-a-mobile|disponibile|Casseforti;casseforti a mobile;Casseforti a mobile con combinazione meccanica;Piccola;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-740-T-aperta.jpg?v=1772542447|20.00|124.53.00.000||37.000|||| <endrecord>
ARDEA 750/C FER - Cassaforte a chiave a mobile con feritoia|Bordogna|Cassaforte a mobile con serratura a chiave doppia mappa Bordogna ARDEA 750/C FER. La ARDEA 750/C FER Bordogna unisce solidità e capienza. Costruita in acciaio rinforzato con doppia piastra antitrapano. La chiusura a chiave doppia mappa assicura una protez|1220.00|855.00|62413473546589|https://cassefortieserrature.com/products/ardea-750-c-fer-cassaforte-a-chiave-a-mobile-con-feritoia|disponibile|Casseforti;casseforti a mobile;Casseforti a Mobile con Chiave;Casseforti a Mobile con feritoia;media;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-750-C-aperta.jpg?v=1772562143|20.00|124.69.00.000||49.000|||| <endrecord>
ARDEA 750/C - Cassaforte a chiave a mobile|Bordogna|Cassaforte a mobile con serratura a chiave doppia mappa Bordogna ARDEA 750/C. La ARDEA 750/C Bordogna unisce solidità e capienza. Certificata EN 14450 Classe S2, è costruita in acciaio rinforzato con doppia piastra antitrapano. La chiusura a chiave doppia|1220.00|855.00|58869659009373|https://cassefortieserrature.com/products/ardea-750-c-cassaforte-a-chiave-a-mobile|disponibile|Casseforti;casseforti a mobile;Casseforti a Mobile con Chiave;Grande;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-790-C.jpg?v=1772176666|20.00|124.54.00.000||49.000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-770-E-aperta.jpg?v=1772176666|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-770-C-1.jpg?v=1772176666|| <endrecord>
ARDEA 750/E FER - Cassaforte elettronica a mobile con feritoia|Bordogna|Cassaforte a mobile con serratura elettronica Bordogna ARDEA 750/E FER. La ARDEA 750/E FER offre il perfetto equilibrio tra spazio, tecnologia e protezione. Dotata di serratura elettronica digitale programmabile, è ideale per abitazioni e uffici. La strut|1464.00|1025.00|62413485769053|https://cassefortieserrature.com/products/ardea-750-e-fer-cassaforte-elettronica-a-mobile-con-feritoia|disponibile|cassaforte a mobile con combinazione elettronica;Casseforti;casseforti a mobile;Casseforti a Mobile con feritoia;media;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-750-E-aperta_767c186a-64aa-4b23-ab6f-ee598e49c401.jpg?v=1772562065|20.00|124.70.00.000||49.000|||| <endrecord>
ARDEA 750/E - Cassaforte elettronica a mobile|Bordogna|Cassaforte a mobile con serratura elettronica Bordogna ARDEA 750/E. La ARDEA 750/E offre il perfetto equilibrio tra spazio, tecnologia e protezione. Dotata di serratura elettronica digitale programmabile e certificata EN 14450 Classe S2, è ideale per abit|1464.00|1025.00|58885629411677|https://cassefortieserrature.com/products/ardea-750-e-cassaforte-elettronica-a-mobile|disponibile|cassaforte a mobile con combinazione elettronica;Casseforti;casseforti a mobile;media;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-750-E-aperta.jpg?v=1772542355|20.00|124.55.00.000||49.000|||| <endrecord>
ARDEA 750/T FER - Cassaforte meccanica a mobile con feritoia|Bordogna|Cassaforte a mobile con combinatore meccanico Bordogna ARDEA 750/T FER. La ARDEA 750/T FER combina eleganza e robustezza in un design classico. Dotata di combinatore meccanico ad alta precisione, assicura sicurezza continua nel tempo. Realizzata in acciai|1440.00|1010.00|62413482656093|https://cassefortieserrature.com/products/ardea-750-t-fer-cassaforte-meccanica-a-mobile-con-feritoia|disponibile|Casseforti;casseforti a mobile;Casseforti a mobile con combinazione meccanica;Casseforti a Mobile con feritoia;media;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-750-T-aperta_3f951a4d-303b-4b0c-897a-b1a22272f0ea.jpg?v=1772562097|20.00|124.71.00.000||49.000|||| <endrecord>
ARDEA 750/T - Cassaforte meccanica a mobile|Bordogna|Cassaforte a mobile con combinatore meccanico Bordogna ARDEA 750/T. La ARDEA 750/T combina eleganza e robustezza in un design classico. Dotata di combinatore meccanico ad alta precisione, assicura sicurezza continua nel tempo. Realizzata in acciaio rinfor|1440.00|1010.00|58885608341853|https://cassefortieserrature.com/products/ardea-750-t-cassaforte-meccanica-a-mobile|disponibile|Casseforti;casseforti a mobile;Casseforti a mobile con combinazione meccanica;media;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-750-T-aperta.jpg?v=1772542428|20.00|124.62.00.000||49.000|||| <endrecord>
ARDEA 770/C - Cassaforte a chiave a mobile|Bordogna|Cassaforte a mobile con serratura a chiave doppia mappa Bordogna ARDEA 770/C. La ARDEA 770/C è una cassaforte a mobile spaziosa e resistente, con struttura in acciaio al manganese e serratura a doppia mappa EN 1300 A. Offre sicurezza e praticità per uso d|1366.00|955.00|58885583503709|https://cassefortieserrature.com/products/ardea-770-c-cassaforte-a-chiave-a-mobile|disponibile|Casseforti;casseforti a mobile;Casseforti a Mobile con Chiave;Piccola;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-770-C-aperta.jpg?v=1772542482|37.00|124.60.00.000||58.000|||| <endrecord>
ARDEA 770/E - Cassaforte elettronica a mobile|Bordogna|Cassaforte a mobile con serratura elettronica Bordogna ARDEA 770/E. La ARDEA 770/E è una cassaforte a mobile capiente e solida, con serratura elettronica digitale e chiusura a più catenacci. Certificata EN 14450 Classe S2, offre protezione efficace e gest|1610.00|1130.00|58885639995741|https://cassefortieserrature.com/products/ardea-770-e-cassaforte-elettronica-a-mobile|disponibile|cassaforte a mobile con combinazione elettronica;Casseforti;casseforti a mobile;media;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-770-E-aperta_2.jpg?v=1772542337|37.00|124.61.00.000||58.000|||| <endrecord>
ARDEA 770/T - Cassaforte meccanica a mobile|Bordogna|Cassaforte a mobile con combinatore meccanico Bordogna ARDEA 770/T. La ARDEA 770/T è una cassaforte a mobile di media grandezza, progettata per chi cerca sicurezza senza elettronica. La chiusura a combinatore meccanico garantisce protezione costante, ment|1610.00|1130.00|58885616828765|https://cassefortieserrature.com/products/ardea-770-t-cassaforte-meccanica-a-mobile|disponibile|Casseforti;casseforti a mobile;Casseforti a mobile con combinazione meccanica;media;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-770-T-aperta.jpg?v=1772542410|37.00|124.62.00.000||58.000|||| <endrecord>
ARDEA 790/C FER - Cassaforte a chiave grande formato a mobile con feritoia|Bordogna|Cassaforte a mobile di grande capacità con serratura a chiave doppia mappa Bordogna ARDEA 790/C FER. La ARDEA 790/C FER è la cassaforte più ampia della serie nella versione a chiave. Realizzata in acciaio ad alto spessore, offre sicurezza, spazio e affida|1708.00|1195.00|62413480132957|https://cassefortieserrature.com/products/ardea-790-c-fer-cassaforte-a-chiave-grande-formato-a-mobile-con-feritoia|disponibile|Casseforti;casseforti a mobile;Casseforti a Mobile con Chiave;Casseforti a Mobile con feritoia;Grande;prezzo-600-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-790-C_1.jpg?v=1772562108|37.00|124.72.00.000||84.000|||| <endrecord>
ARDEA 790/C - Cassaforte a chiave grande formato a mobile|Bordogna|Cassaforte a mobile di grande capacità con serratura a chiave doppia mappa Bordogna ARDEA 790/C. La ARDEA 790/C è la cassaforte più ampia della serie nella versione a chiave. Realizzata in acciaio ad alto spessore e certificata EN 14450 Classe S2, offre s|1622.00|1135.00|58885591990621|https://cassefortieserrature.com/products/ardea-790-c-cassaforte-a-chiave-grande-formato-a-mobile|disponibile|Casseforti;casseforti a mobile;Casseforti a Mobile con Chiave;Grande;prezzo-oltre-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-790-C_2.jpg?v=1772542467|37.00|124.66.00.000||84.000|||| <endrecord>
ARDEA 790/E FER - Cassaforte elettronica grande formato a mobile con feritoia|Bordogna|Cassaforte a mobile grande formato con serratura elettronica Bordogna ARDEA 790/E FER. La ARDEA 790/E FER è la cassaforte più spaziosa della gamma. Dotata di serratura elettronica digitale certificata EN 1300 B e struttura in acciaio al manganese, offre m|1952.00|1365.00|62413487276381|https://cassefortieserrature.com/products/ardea-790-e-fer-cassaforte-elettronica-grande-formato-a-mobile-con-feritoia|disponibile|cassaforte a mobile con combinazione elettronica;Casseforti;casseforti a mobile;Casseforti a Mobile con feritoia;Grande;prezzo-oltre-1000|https://cdn.shopify.com/s/files/1/0866/2738/5693/files/Ardea-790-E_2.jpg?v=1772562055|37.00|124.73.00.000||84.000|||| <endrecord>
